Latitude (decimal degrees):	59.794
Longitude (decimal degrees):	7.568
Elevation (m):	914
Radiation database:	PVGIS-SARAH3


Slope: 46 deg. (optimum)
Azimuth: - deg. 
Nominal power of the PV system (c-Si) (kWp):	1.0
System losses (%):	14.0
time,P,G(i),H_sun,T2m,WS10m,Int
20211123:1311,2.56,10.86,6.54,-0.37,3.79,0.0
20211123:1411,0.0,1.57,2.35,-0.45,3.72,0.0
20211123:1511,0.0,0.0,0.0,-0.35,3.72,0.0
20211123:1611,0.0,0.0,0.0,-0.09,3.72,0.0
20211123:1711,0.0,0.0,0.0,0.25,3.86,0.0
20211123:1811,0.0,0.0,0.0,0.28,3.93,0.0
20211123:1911,0.0,0.0,0.0,0.23,3.93,0.0
20211123:2011,0.0,0.0,0.0,0.63,3.93,0.0
20211123:2111,0.0,0.0,0.0,1.04,3.79,0.0
20211123:2211,0.0,0.0,0.0,0.84,3.86,0.0
20211123:2311,0.0,0.0,0.0,1.18,3.93,0.0
20211124:0011,0.0,0.0,0.0,1.07,4.21,0.0
20211124:0111,0.0,0.0,0.0,0.82,4.07,0.0
20211124:0211,0.0,0.0,0.0,0.83,3.93,0.0
20211124:0311,0.0,0.0,0.0,0.78,3.72,0.0
20211124:0411,0.0,0.0,0.0,0.65,3.31,0.0
20211124:0511,0.0,0.0,0.0,0.71,3.1,0.0
20211124:0611,0.0,0.0,0.0,0.8,3.24,0.0
20211124:0711,0.0,0.0,0.0,1.46,3.24,0.0
20211124:0811,0.0,0.0,0.0,1.48,3.24,0.0
20211124:0911,9.3,21.51,5.71,1.23,3.24,0.0
20211124:1011,13.08,26.79,8.58,1.27,3.03,0.0
20211124:1111,11.48,24.61,9.68,1.42,3.52,0.0
20211124:1211,6.48,17.38,8.92,1.38,3.52,0.0
20211124:1311,0.84,7.52,6.35,1.23,3.17,0.0
20211124:1411,0.0,3.92,2.18,1.16,2.97,0.0
20211124:1511,0.0,0.0,0.0,0.9,2.62,0.0
20211124:1611,0.0,0.0,0.0,0.7,2.55,0.0
20211124:1711,0.0,0.0,0.0,0.29,2.28,0.0
20211124:1811,0.0,0.0,0.0,-0.2,2.07,0.0
20211124:1911,0.0,0.0,0.0,-0.12,2.41,0.0
20211124:2011,0.0,0.0,0.0,-0.91,2.69,0.0
20211124:2111,0.0,0.0,0.0,-1.75,2.83,0.0
20211124:2211,0.0,0.0,0.0,-1.85,3.03,0.0
20211124:2311,0.0,0.0,0.0,-2.41,2.83,0.0
20211125:0011,0.0,0.0,0.0,-2.88,2.48,0.0
20211125:0111,0.0,0.0,0.0,-3.25,2.14,0.0
20211125:0211,0.0,0.0,0.0,-3.5,1.52,0.0
20211125:0311,0.0,0.0,0.0,-2.22,0.83,0.0
20211125:0411,0.0,0.0,0.0,-2.11,0.62,0.0
20211125:0511,0.0,0.0,0.0,-2.39,0.34,0.0
20211125:0611,0.0,0.0,0.0,-2.79,0.69,0.0
20211125:0711,0.0,0.0,0.0,-3.92,1.59,0.0
20211125:0811,0.0,0.0,0.0,-5.64,1.93,0.0
20211125:0911,244.73,270.47,5.49,-6.69,2.21,0.0
20211125:1011,31.48,48.39,8.37,-6.61,2.21,0.0
20211125:1111,46.11,65.02,9.48,-6.4,2.41,0.0
20211125:1211,49.72,68.88,8.73,-6.14,2.48,0.0
20211125:1311,12.31,25.07,6.18,-6.11,2.28,0.0
20211125:1411,0.0,2.35,2.02,-6.24,2.0,0.0
20211125:1511,0.0,0.0,0.0,-6.74,1.93,0.0
20211125:1611,0.0,0.0,0.0,-6.98,1.72,0.0
20211125:1711,0.0,0.0,0.0,-7.32,1.72,0.0
20211125:1811,0.0,0.0,0.0,-7.6,1.72,0.0
20211125:1911,0.0,0.0,0.0,-7.38,1.38,0.0
20211125:2011,0.0,0.0,0.0,-7.26,1.24,0.0
20211125:2111,0.0,0.0,0.0,-7.32,1.24,0.0
20211125:2211,0.0,0.0,0.0,-7.7,1.38,0.0
20211125:2311,0.0,0.0,0.0,-7.63,1.38,0.0
20211126:0011,0.0,0.0,0.0,-7.02,1.31,0.0
20211126:0111,0.0,0.0,0.0,-6.63,1.31,0.0
20211126:0211,0.0,0.0,0.0,-6.26,1.17,0.0
20211126:0311,0.0,0.0,0.0,-5.97,0.97,0.0
20211126:0411,0.0,0.0,0.0,-6.1,1.1,0.0
20211126:0511,0.0,0.0,0.0,-7.93,1.45,0.0
20211126:0611,0.0,0.0,0.0,-9.08,1.86,0.0
20211126:0711,0.0,0.0,0.0,-8.67,2.48,0.0
20211126:0811,0.0,0.0,0.0,-7.96,2.62,0.0
20211126:0911,7.38,18.19,5.29,-7.17,3.17,0.0
20211126:1011,12.96,25.92,8.17,-6.27,3.45,0.0
20211126:1111,7.49,18.46,9.28,-5.47,3.72,0.0
20211126:1211,89.25,111.24,8.54,-5.13,4.0,0.0
20211126:1311,11.0,23.4,6.01,-4.97,3.86,0.0
20211126:1411,0.0,1.57,1.87,-4.95,4.0,0.0
20211126:1511,0.0,0.0,0.0,-5.1,3.31,0.0
20211126:1611,0.0,0.0,0.0,-5.29,2.55,0.0
20211126:1711,0.0,0.0,0.0,-5.6,2.41,0.0
20211126:1811,0.0,0.0,0.0,-5.89,2.34,0.0
20211126:1911,0.0,0.0,0.0,-6.15,2.97,0.0
20211126:2011,0.0,0.0,0.0,-6.11,2.83,0.0
20211126:2111,0.0,0.0,0.0,-6.03,2.9,0.0
20211126:2211,0.0,0.0,0.0,-6.1,2.48,0.0
20211126:2311,0.0,0.0,0.0,-6.32,2.28,0.0
20211127:0011,0.0,0.0,0.0,-6.48,2.07,0.0
20211127:0111,0.0,0.0,0.0,-6.69,2.0,0.0
20211127:0211,0.0,0.0,0.0,-6.84,2.0,0.0
20211127:0311,0.0,0.0,0.0,-7.02,1.93,0.0
20211127:0411,0.0,0.0,0.0,-7.19,1.93,0.0
20211127:0511,0.0,0.0,0.0,-7.25,2.0,0.0
20211127:0611,0.0,0.0,0.0,-7.4,1.72,0.0
20211127:0711,0.0,0.0,0.0,-7.44,2.28,0.0
20211127:0811,0.0,0.0,0.0,-7.4,2.14,0.0
20211127:0911,2.16,9.92,5.09,-7.29,2.07,0.0
20211127:1011,31.1,47.86,7.97,-7.09,2.0,0.0
20211127:1111,9.41,21.09,9.1,-6.88,2.14,0.0
20211127:1211,14.44,27.81,8.37,-6.87,2.07,0.0
20211127:1311,1.33,8.36,5.84,-6.7,1.86,0.0
20211127:1411,0.0,0.78,1.72,-6.72,1.86,0.0
20211127:1511,0.0,0.0,0.0,-6.74,1.86,0.0
20211127:1611,0.0,0.0,0.0,-6.89,1.79,0.0
20211127:1711,0.0,0.0,0.0,-6.93,1.79,0.0
20211127:1811,0.0,0.0,0.0,-7.07,1.72,0.0
20211127:1911,0.0,0.0,0.0,-7.27,1.86,0.0
20211127:2011,0.0,0.0,0.0,-7.46,1.66,0.0
20211127:2111,0.0,0.0,0.0,-7.52,1.52,0.0
20211127:2211,0.0,0.0,0.0,-7.56,1.52,0.0
20211127:2311,0.0,0.0,0.0,-7.62,1.52,0.0
20211128:0011,0.0,0.0,0.0,-7.63,1.59,0.0
20211128:0111,0.0,0.0,0.0,-7.96,1.66,0.0
20211128:0211,0.0,0.0,0.0,-8.15,1.72,0.0
20211128:0311,0.0,0.0,0.0,-8.46,1.66,0.0
20211128:0411,0.0,0.0,0.0,-8.56,1.72,0.0
20211128:0511,0.0,0.0,0.0,-8.7,1.93,0.0
20211128:0611,0.0,0.0,0.0,-8.97,1.93,0.0
20211128:0711,0.0,0.0,0.0,-9.1,2.48,0.0
20211128:0811,0.0,0.0,0.0,-9.28,2.34,0.0
20211128:0911,139.5,160.0,4.89,-9.32,2.28,0.0
20211128:1011,106.97,127.79,7.78,-9.06,2.55,0.0
20211128:1111,82.45,102.79,8.91,-8.96,2.55,0.0
20211128:1211,15.27,28.68,8.2,-8.74,2.69,0.0
20211128:1311,96.51,116.64,5.69,-8.64,2.62,0.0
20211128:1411,0.0,0.78,1.57,-8.8,2.28,0.0
20211128:1511,0.0,0.0,0.0,-9.28,1.79,0.0
20211128:1611,0.0,0.0,0.0,-9.7,1.45,0.0
20211128:1711,0.0,0.0,0.0,-9.86,1.31,0.0
20211128:1811,0.0,0.0,0.0,-10.2,1.31,0.0
20211128:1911,0.0,0.0,0.0,-10.36,1.38,0.0
20211128:2011,0.0,0.0,0.0,-10.53,1.31,0.0
20211128:2111,0.0,0.0,0.0,-10.46,1.17,0.0
20211128:2211,0.0,0.0,0.0,-10.42,1.1,0.0
20211128:2311,0.0,0.0,0.0,-10.46,1.17,0.0
20211129:0011,0.0,0.0,0.0,-10.94,1.31,0.0
20211129:0111,0.0,0.0,0.0,-11.26,1.24,0.0
20211129:0211,0.0,0.0,0.0,-11.24,1.24,0.0
20211129:0311,0.0,0.0,0.0,-11.6,1.24,0.0
20211129:0411,0.0,0.0,0.0,-11.82,1.24,0.0
20211129:0511,0.0,0.0,0.0,-12.11,1.17,0.0
20211129:0611,0.0,0.0,0.0,-12.44,1.31,0.0
20211129:0711,0.0,0.0,0.0,-12.34,1.1,0.0
20211129:0811,0.0,0.0,0.0,-12.21,1.24,0.0
20211129:0911,0.0,4.13,4.7,-11.98,1.17,0.0
20211129:1011,8.12,19.0,7.6,-11.35,1.31,0.0
20211129:1111,18.46,32.52,8.74,-10.43,1.31,0.0
20211129:1211,6.31,16.52,8.03,-9.45,1.17,0.0
20211129:1311,3.23,11.71,5.54,-9.51,1.45,0.0
20211129:1411,0.0,0.78,1.44,-8.96,1.38,0.0
20211129:1511,0.0,0.0,0.0,-8.17,1.24,0.0
20211129:1611,0.0,0.0,0.0,-8.01,1.17,0.0
20211129:1711,0.0,0.0,0.0,-7.76,1.1,0.0
20211129:1811,0.0,0.0,0.0,-8.66,1.52,0.0
20211129:1911,0.0,0.0,0.0,-10.48,2.69,0.0
20211129:2011,0.0,0.0,0.0,-9.34,3.31,0.0
20211129:2111,0.0,0.0,0.0,-8.7,4.0,0.0
20211129:2211,0.0,0.0,0.0,-8.55,3.31,0.0
20211129:2311,0.0,0.0,0.0,-8.53,2.9,0.0
20211130:0011,0.0,0.0,0.0,-8.5,2.55,0.0
20211130:0111,0.0,0.0,0.0,-8.44,2.0,0.0
20211130:0211,0.0,0.0,0.0,-8.25,1.66,0.0
20211130:0311,0.0,0.0,0.0,-8.01,1.86,0.0
20211130:0411,0.0,0.0,0.0,-7.58,1.52,0.0
20211130:0511,0.0,0.0,0.0,-7.11,1.17,0.0
20211130:0611,0.0,0.0,0.0,-6.83,1.03,0.0
20211130:0711,0.0,0.0,0.0,-6.95,1.17,0.0
20211130:0811,0.0,0.0,0.0,-6.18,0.69,0.0
20211130:0911,0.87,7.43,4.52,-6.55,0.34,0.0
20211130:1011,5.58,15.54,7.42,-7.06,0.62,0.0
20211130:1111,12.74,25.49,8.57,-8.1,1.31,0.0
20211130:1211,7.52,18.26,7.88,-9.62,1.59,0.0
20211130:1311,8.25,19.24,5.39,-10.25,1.59,0.0
20211130:1411,0.0,0.0,0.0,-11.53,1.79,0.0
20211130:1511,0.0,0.0,0.0,-11.62,1.79,0.0
20211130:1611,0.0,0.0,0.0,-11.74,1.66,0.0
20211130:1711,0.0,0.0,0.0,-11.99,1.66,0.0
20211130:1811,0.0,0.0,0.0,-12.31,1.59,0.0
20211130:1911,0.0,0.0,0.0,-13.21,1.72,0.0
20211130:2011,0.0,0.0,0.0,-13.47,1.59,0.0
20211130:2111,0.0,0.0,0.0,-13.9,1.66,0.0
20211130:2211,0.0,0.0,0.0,-13.87,1.52,0.0
20211130:2311,0.0,0.0,0.0,-13.32,1.31,0.0
20211201:0011,0.0,0.0,0.0,-11.86,1.03,0.0
20211201:0111,0.0,0.0,0.0,-11.02,0.83,0.0
20211201:0211,0.0,0.0,0.0,-10.43,0.55,0.0
20211201:0311,0.0,0.0,0.0,-9.87,0.41,0.0
20211201:0411,0.0,0.0,0.0,-9.52,1.03,0.0
20211201:0511,0.0,0.0,0.0,-9.25,1.1,0.0
20211201:0611,0.0,0.0,0.0,-9.38,1.24,0.0
20211201:0711,0.0,0.0,0.0,-9.94,1.52,0.0
20211201:0811,0.0,0.0,0.0,-8.85,1.31,0.0
20211201:0911,0.0,4.95,4.34,-8.87,1.24,0.0
20211201:1011,1.07,7.77,7.25,-10.25,1.52,0.0
20211201:1111,30.79,47.09,8.41,-9.67,1.31,0.0
20211201:1211,18.06,32.17,7.73,-9.12,1.24,0.0
20211201:1311,8.85,20.08,5.26,-10.04,1.52,0.0
20211201:1411,0.0,0.0,0.0,-10.54,1.72,0.0
20211201:1511,0.0,0.0,0.0,-10.55,1.66,0.0
20211201:1611,0.0,0.0,0.0,-11.11,1.72,0.0
20211201:1711,0.0,0.0,0.0,-12.15,1.86,0.0
20211201:1811,0.0,0.0,0.0,-13.01,2.0,0.0
20211201:1911,0.0,0.0,0.0,-14.63,2.14,0.0
20211201:2011,0.0,0.0,0.0,-14.16,2.14,0.0
20211201:2111,0.0,0.0,0.0,-13.3,2.07,0.0
20211201:2211,0.0,0.0,0.0,-12.53,2.07,0.0
20211201:2311,0.0,0.0,0.0,-12.43,2.21,0.0
20211202:0011,0.0,0.0,0.0,-12.25,2.28,0.0
20211202:0111,0.0,0.0,0.0,-12.26,2.34,0.0
20211202:0211,0.0,0.0,0.0,-11.97,2.28,0.0
20211202:0311,0.0,0.0,0.0,-12.58,2.28,0.0
20211202:0411,0.0,0.0,0.0,-13.15,2.34,0.0
20211202:0511,0.0,0.0,0.0,-13.96,2.41,0.0
20211202:0611,0.0,0.0,0.0,-14.42,2.41,0.0
20211202:0711,0.0,0.0,0.0,-15.39,2.55,0.0
20211202:0811,0.0,0.0,0.0,-15.68,2.55,0.0
20211202:0911,4.86,14.02,4.17,-15.81,2.48,0.0
20211202:1011,7.07,17.26,7.09,-15.51,2.48,0.0
20211202:1111,4.86,14.06,8.25,-15.18,2.48,0.0
20211202:1211,4.19,13.04,7.59,-14.73,2.41,0.0
20211202:1311,0.6,6.7,5.13,-14.62,2.34,0.0
20211202:1411,0.0,0.0,0.0,-14.68,2.34,0.0
20211202:1511,0.0,0.0,0.0,-15.06,2.41,0.0
20211202:1611,0.0,0.0,0.0,-15.05,2.34,0.0
20211202:1711,0.0,0.0,0.0,-14.41,2.21,0.0
20211202:1811,0.0,0.0,0.0,-14.84,2.28,0.0
20211202:1911,0.0,0.0,0.0,-15.61,2.14,0.0
20211202:2011,0.0,0.0,0.0,-15.41,2.34,0.0
20211202:2111,0.0,0.0,0.0,-14.97,2.0,0.0
20211202:2211,0.0,0.0,0.0,-14.78,1.86,0.0
20211202:2311,0.0,0.0,0.0,-14.81,1.72,0.0
20211203:0011,0.0,0.0,0.0,-14.69,1.66,0.0
20211203:0111,0.0,0.0,0.0,-14.43,1.52,0.0
20211203:0211,0.0,0.0,0.0,-14.0,1.31,0.0
20211203:0311,0.0,0.0,0.0,-13.31,1.1,0.0
20211203:0411,0.0,0.0,0.0,-12.66,0.69,0.0
20211203:0511,0.0,0.0,0.0,-12.42,0.41,0.0
20211203:0611,0.0,0.0,0.0,-12.31,0.83,0.0
20211203:0711,0.0,0.0,0.0,-12.7,1.38,0.0
20211203:0811,0.0,0.0,0.0,-12.6,1.66,0.0
20211203:0911,0.53,6.59,4.01,-12.29,1.79,0.0
20211203:1011,11.96,24.15,6.93,-11.57,2.07,0.0
20211203:1111,30.46,46.45,8.11,-10.98,2.28,0.0
20211203:1211,6.97,17.4,7.45,-10.73,2.28,0.0
20211203:1311,0.0,5.02,5.01,-10.61,2.28,0.0
20211203:1411,0.0,0.0,0.0,-10.69,2.14,0.0
20211203:1511,0.0,0.0,0.0,-10.87,1.86,0.0
20211203:1611,0.0,0.0,0.0,-10.97,1.72,0.0
20211203:1711,0.0,0.0,0.0,-11.02,1.66,0.0
20211203:1811,0.0,0.0,0.0,-11.01,1.66,0.0
20211203:1911,0.0,0.0,0.0,-10.7,1.72,0.0
20211203:2011,0.0,0.0,0.0,-10.72,1.79,0.0
20211203:2111,0.0,0.0,0.0,-10.76,1.66,0.0
20211203:2211,0.0,0.0,0.0,-10.94,1.72,0.0
20211203:2311,0.0,0.0,0.0,-10.96,1.72,0.0
20211204:0011,0.0,0.0,0.0,-10.97,1.72,0.0
20211204:0111,0.0,0.0,0.0,-10.92,1.59,0.0
20211204:0211,0.0,0.0,0.0,-10.85,1.72,0.0
20211204:0311,0.0,0.0,0.0,-10.83,1.72,0.0
20211204:0411,0.0,0.0,0.0,-10.87,1.66,0.0
20211204:0511,0.0,0.0,0.0,-11.15,1.66,0.0
20211204:0611,0.0,0.0,0.0,-11.06,1.72,0.0
20211204:0711,0.0,0.0,0.0,-10.32,1.93,0.0
20211204:0811,0.0,0.0,0.0,-10.26,2.07,0.0
20211204:0911,0.52,6.59,3.85,-10.28,2.34,0.0
20211204:1011,74.66,93.84,6.78,-10.22,2.21,0.0
20211204:1111,28.11,43.86,7.97,-10.18,2.0,0.0
20211204:1211,13.35,26.1,7.32,-10.05,2.07,0.0
20211204:1311,0.0,5.02,4.9,-9.95,2.07,0.0
20211204:1411,0.0,0.0,0.0,-9.93,2.07,0.0
20211204:1511,0.0,0.0,0.0,-9.99,2.0,0.0
20211204:1611,0.0,0.0,0.0,-10.09,2.14,0.0
20211204:1711,0.0,0.0,0.0,-9.97,2.28,0.0
20211204:1811,0.0,0.0,0.0,-9.98,2.34,0.0
20211204:1911,0.0,0.0,0.0,-9.8,2.07,0.0
20211204:2011,0.0,0.0,0.0,-9.77,2.28,0.0
20211204:2111,0.0,0.0,0.0,-9.81,2.55,0.0
20211204:2211,0.0,0.0,0.0,-10.04,2.34,0.0
20211204:2311,0.0,0.0,0.0,-10.34,2.14,0.0
20211205:0011,0.0,0.0,0.0,-10.57,2.21,0.0
20211205:0111,0.0,0.0,0.0,-11.04,1.93,0.0
20211205:0211,0.0,0.0,0.0,-11.35,2.0,0.0
20211205:0311,0.0,0.0,0.0,-11.42,2.0,0.0
20211205:0411,0.0,0.0,0.0,-12.0,1.93,0.0
20211205:0511,0.0,0.0,0.0,-12.07,1.79,0.0
20211205:0611,0.0,0.0,0.0,-12.22,1.72,0.0
20211205:0711,0.0,0.0,0.0,-11.81,1.79,0.0
20211205:0811,0.0,0.0,0.0,-11.76,1.52,0.0
20211205:0911,0.0,3.29,3.69,-11.95,1.52,0.0
20211205:1011,0.67,6.9,6.63,-11.86,1.45,0.0
20211205:1111,2.08,9.67,7.83,-11.54,1.31,0.0
20211205:1211,6.39,16.53,7.2,-11.28,1.24,0.0
20211205:1311,5.97,15.91,4.79,-11.17,1.31,0.0
20211205:1411,0.0,0.0,0.0,-11.14,1.45,0.0
20211205:1511,0.0,0.0,0.0,-11.19,1.66,0.0
20211205:1611,0.0,0.0,0.0,-11.31,1.72,0.0
20211205:1711,0.0,0.0,0.0,-11.4,1.66,0.0
20211205:1811,0.0,0.0,0.0,-11.49,1.66,0.0
20211205:1911,0.0,0.0,0.0,-11.99,1.72,0.0
20211205:2011,0.0,0.0,0.0,-12.21,1.72,0.0
20211205:2111,0.0,0.0,0.0,-12.13,1.66,0.0
20211205:2211,0.0,0.0,0.0,-12.38,1.79,0.0
20211205:2311,0.0,0.0,0.0,-12.51,2.0,0.0
20211206:0011,0.0,0.0,0.0,-12.56,1.86,0.0
20211206:0111,0.0,0.0,0.0,-12.8,1.79,0.0
20211206:0211,0.0,0.0,0.0,-12.96,1.72,0.0
20211206:0311,0.0,0.0,0.0,-13.25,1.79,0.0
20211206:0411,0.0,0.0,0.0,-13.46,1.66,0.0
20211206:0511,0.0,0.0,0.0,-13.46,1.72,0.0
20211206:0611,0.0,0.0,0.0,-13.57,1.79,0.0
20211206:0711,0.0,0.0,0.0,-13.14,1.93,0.0
20211206:0811,0.0,0.0,0.0,-13.34,1.86,0.0
20211206:0911,0.0,3.29,3.55,-13.57,2.07,0.0
20211206:1011,134.28,152.86,6.49,-13.5,2.14,0.0
20211206:1111,11.06,22.85,7.71,-13.14,2.28,0.0
20211206:1211,2.05,9.57,7.09,-12.77,2.41,0.0
20211206:1311,5.46,15.08,4.69,-12.64,2.28,0.0
20211206:1411,0.0,0.0,0.0,-12.55,2.21,0.0
20211206:1511,0.0,0.0,0.0,-12.51,2.34,0.0
20211206:1611,0.0,0.0,0.0,-12.45,2.28,0.0
20211206:1711,0.0,0.0,0.0,-12.37,2.28,0.0
20211206:1811,0.0,0.0,0.0,-12.24,2.14,0.0
20211206:1911,0.0,0.0,0.0,-12.4,2.62,0.0
20211206:2011,0.0,0.0,0.0,-12.41,2.69,0.0
20211206:2111,0.0,0.0,0.0,-12.38,2.55,0.0
20211206:2211,0.0,0.0,0.0,-12.37,2.48,0.0
20211206:2311,0.0,0.0,0.0,-12.37,2.48,0.0
20211207:0011,0.0,0.0,0.0,-12.31,2.62,0.0
20211207:0111,0.0,0.0,0.0,-12.27,2.48,0.0
20211207:0211,0.0,0.0,0.0,-12.21,2.34,0.0
20211207:0311,0.0,0.0,0.0,-12.15,2.21,0.0
20211207:0411,0.0,0.0,0.0,-12.0,2.14,0.0
20211207:0511,0.0,0.0,0.0,-11.94,2.14,0.0
20211207:0611,0.0,0.0,0.0,-11.88,2.14,0.0
20211207:0711,0.0,0.0,0.0,-11.39,2.14,0.0
20211207:0811,0.0,0.0,0.0,-11.45,2.14,0.0
20211207:0911,0.0,3.29,3.41,-11.27,2.14,0.0
20211207:1011,10.61,22.41,6.36,-11.03,2.07,0.0
20211207:1111,30.87,46.96,7.59,-10.76,2.14,0.0
20211207:1211,1.1,7.83,6.98,-10.55,2.28,0.0
20211207:1311,92.75,111.75,4.6,-10.48,2.28,0.0
20211207:1411,0.0,0.0,0.0,-10.37,2.21,0.0
20211207:1511,0.0,0.0,0.0,-10.28,2.21,0.0
20211207:1611,0.0,0.0,0.0,-10.23,2.41,0.0
20211207:1711,0.0,0.0,0.0,-10.18,2.41,0.0
20211207:1811,0.0,0.0,0.0,-10.18,2.41,0.0
20211207:1911,0.0,0.0,0.0,-9.91,2.34,0.0
20211207:2011,0.0,0.0,0.0,-9.93,2.41,0.0
20211207:2111,0.0,0.0,0.0,-9.88,2.55,0.0
20211207:2211,0.0,0.0,0.0,-9.84,2.62,0.0
20211207:2311,0.0,0.0,0.0,-9.83,2.76,0.0
20211208:0011,0.0,0.0,0.0,-9.89,3.03,0.0
20211208:0111,0.0,0.0,0.0,-9.95,2.62,0.0
20211208:0211,0.0,0.0,0.0,-10.02,2.9,0.0
20211208:0311,0.0,0.0,0.0,-10.05,3.1,0.0
20211208:0411,0.0,0.0,0.0,-10.17,3.17,0.0
20211208:0511,0.0,0.0,0.0,-10.29,3.66,0.0
20211208:0611,0.0,0.0,0.0,-10.55,4.14,0.0
20211208:0711,0.0,0.0,0.0,-10.15,4.14,0.0
20211208:0811,0.0,0.0,0.0,-10.34,3.86,0.0
20211208:0911,0.0,2.47,3.28,-10.34,3.66,0.0
20211208:1011,9.29,20.68,6.24,-10.23,3.93,0.0
20211208:1111,5.87,15.81,7.47,-10.08,4.07,0.0
20211208:1211,3.53,12.19,6.88,-9.97,3.79,0.0
20211208:1311,18.43,32.13,4.52,-9.77,3.66,0.0
20211208:1411,0.0,0.0,0.0,-9.7,3.17,0.0
20211208:1511,0.0,0.0,0.0,-9.48,3.79,0.0
20211208:1611,0.0,0.0,0.0,-9.2,3.24,0.0
20211208:1711,0.0,0.0,0.0,-8.97,3.03,0.0
20211208:1811,0.0,0.0,0.0,-8.76,3.31,0.0
20211208:1911,0.0,0.0,0.0,-8.55,3.1,0.0
20211208:2011,0.0,0.0,0.0,-8.41,2.83,0.0
20211208:2111,0.0,0.0,0.0,-8.16,2.83,0.0
20211208:2211,0.0,0.0,0.0,-8.01,2.83,0.0
20211208:2311,0.0,0.0,0.0,-7.85,2.55,0.0
20211209:0011,0.0,0.0,0.0,-7.74,2.55,0.0
20211209:0111,0.0,0.0,0.0,-7.63,2.48,0.0
20211209:0211,0.0,0.0,0.0,-7.47,2.41,0.0
20211209:0311,0.0,0.0,0.0,-7.35,2.34,0.0
20211209:0411,0.0,0.0,0.0,-7.27,2.55,0.0
20211209:0511,0.0,0.0,0.0,-7.23,2.41,0.0
20211209:0611,0.0,0.0,0.0,-7.15,2.28,0.0
20211209:0711,0.0,0.0,0.0,-7.05,2.28,0.0
20211209:0811,0.0,0.0,0.0,-7.0,2.28,0.0
20211209:0911,0.0,2.47,3.15,-6.99,2.34,0.0
20211209:1011,0.25,6.03,6.12,-6.95,2.41,0.0
20211209:1111,1.1,7.91,7.37,-6.83,2.55,0.0
20211209:1211,0.65,6.96,6.79,-6.81,2.55,0.0
20211209:1311,0.0,4.19,4.44,-6.9,2.41,0.0
20211209:1411,0.0,0.0,0.0,-7.0,2.48,0.0
20211209:1511,0.0,0.0,0.0,-7.09,2.41,0.0
20211209:1611,0.0,0.0,0.0,-7.13,2.41,0.0
20211209:1711,0.0,0.0,0.0,-7.13,2.34,0.0
20211209:1811,0.0,0.0,0.0,-7.07,2.28,0.0
20211209:1911,0.0,0.0,0.0,-6.77,2.41,0.0
20211209:2011,0.0,0.0,0.0,-6.63,2.34,0.0
20211209:2111,0.0,0.0,0.0,-6.6,2.34,0.0
20211209:2211,0.0,0.0,0.0,-6.58,2.34,0.0
20211209:2311,0.0,0.0,0.0,-6.49,2.34,0.0
20211210:0011,0.0,0.0,0.0,-6.37,2.34,0.0
20211210:0111,0.0,0.0,0.0,-6.39,2.28,0.0
20211210:0211,0.0,0.0,0.0,-6.37,2.28,0.0
20211210:0311,0.0,0.0,0.0,-6.52,2.34,0.0
20211210:0411,0.0,0.0,0.0,-6.47,2.21,0.0
20211210:0511,0.0,0.0,0.0,-6.46,2.28,0.0
20211210:0611,0.0,0.0,0.0,-6.58,2.28,0.0
20211210:0711,0.0,0.0,0.0,-6.25,2.0,0.0
20211210:0811,0.0,0.0,0.0,-6.29,2.0,0.0
20211210:0911,0.0,2.46,3.03,-6.24,2.07,0.0
20211210:1011,1.9,9.47,6.01,-6.52,1.86,0.0
20211210:1111,3.51,12.3,7.27,-6.45,1.79,0.0
20211210:1211,2.93,11.32,6.71,-6.44,1.52,0.0
20211210:1311,0.18,5.87,4.37,-6.7,1.38,0.0
20211210:1411,0.0,0.0,0.0,-6.58,1.45,0.0
20211210:1511,0.0,0.0,0.0,-6.96,1.52,0.0
20211210:1611,0.0,0.0,0.0,-7.3,1.45,0.0
20211210:1711,0.0,0.0,0.0,-7.64,1.45,0.0
20211210:1811,0.0,0.0,0.0,-8.19,1.45,0.0
20211210:1911,0.0,0.0,0.0,-8.62,1.52,0.0
20211210:2011,0.0,0.0,0.0,-9.15,1.66,0.0
20211210:2111,0.0,0.0,0.0,-9.87,1.86,0.0
20211210:2211,0.0,0.0,0.0,-10.31,1.79,0.0
20211210:2311,0.0,0.0,0.0,-10.64,1.86,0.0
20211211:0011,0.0,0.0,0.0,-9.98,1.72,0.0
20211211:0111,0.0,0.0,0.0,-9.28,1.59,0.0
20211211:0211,0.0,0.0,0.0,-8.66,1.52,0.0
20211211:0311,0.0,0.0,0.0,-8.29,1.45,0.0
20211211:0411,0.0,0.0,0.0,-8.07,1.45,0.0
20211211:0511,0.0,0.0,0.0,-7.75,1.45,0.0
20211211:0611,0.0,0.0,0.0,-7.61,1.38,0.0
20211211:0711,0.0,0.0,0.0,-7.02,1.31,0.0
20211211:0811,0.0,0.0,0.0,-6.28,1.1,0.0
20211211:0911,0.0,2.46,2.92,-5.93,0.97,0.0
20211211:1011,3.87,12.91,5.91,-5.94,0.9,0.0
20211211:1111,4.58,14.06,7.18,-5.92,0.62,0.0
20211211:1211,5.62,15.67,6.63,-5.8,0.34,0.0
20211211:1311,0.53,6.71,4.31,-5.66,0.14,0.0
